Restaurant_Location,date_time,number_of_orders,percentage_of_delivery_orders
Williamsburg,02-09-2018,815,0.090797546
Williamsburg,03-09-2018,701,0.122681883
Williamsburg,04-09-2018,730,0.097260274
Williamsburg,05-09-2018,762,0.115485564
Williamsburg,06-09-2018,754,0.115384615
Williamsburg,07-09-2018,863,0.098493627
Williamsburg,08-09-2018,870,0.090804598
Williamsburg,09-09-2018,873,0.090492554
Williamsburg,10-09-2018,912,0.098684211
Williamsburg,11-09-2018,850,0.085882353
Williamsburg,12-09-2018,831,0.08423586
Williamsburg,13-09-2018,885,0.108474576
Williamsburg,14-09-2018,824,0.087378641
Williamsburg,15-09-2018,855,0.085380117
Williamsburg,16-09-2018,811,0.091245376
Williamsburg,17-09-2018,864,0.09375
Williamsburg,18-09-2018,866,0.108545035
Williamsburg,19-09-2018,828,0.105072464
Williamsburg,20-09-2018,887,0.083427283
Williamsburg,21-09-2018,855,0.100584795
Williamsburg,22-09-2018,811,0.071516646
Williamsburg,23-09-2018,927,0.097087379
Williamsburg,24-09-2018,884,0.085972851
Williamsburg,25-09-2018,848,0.107311321
Williamsburg,26-09-2018,811,0.081381011
Williamsburg,27-09-2018,858,0.08974359
Williamsburg,28-09-2018,873,0.068728522
Williamsburg,29-09-2018,882,0.103174603
Williamsburg,30-09-2018,852,0.098591549
Williamsburg,01-10-2018,876,0.095890411
Williamsburg,02-10-2018,873,0.09163803
Williamsburg,03-10-2018,816,0.080882353
Williamsburg,04-10-2018,815,0.093251534
Williamsburg,05-10-2018,890,0.084269663
Williamsburg,06-10-2018,885,0.076836158
Williamsburg,07-10-2018,897,0.107023411
Williamsburg,08-10-2018,907,0.082690187
Williamsburg,09-10-2018,873,0.103092784
Williamsburg,10-10-2018,874,0.092677346
Williamsburg,11-10-2018,842,0.127078385
Williamsburg,12-10-2018,923,0.076923077
Williamsburg,13-10-2018,897,0.080267559
Williamsburg,14-10-2018,899,0.08676307
Williamsburg,15-10-2018,867,0.085351788
Williamsburg,16-10-2018,858,0.075757576
Williamsburg,17-10-2018,867,0.092272203
Williamsburg,18-10-2018,877,0.091220068
Williamsburg,19-10-2018,896,0.092633929
Williamsburg,20-10-2018,900,0.091111111
Williamsburg,21-10-2018,878,0.111617312
Williamsburg,22-10-2018,887,0.081172492
Williamsburg,23-10-2018,880,0.075
Williamsburg,24-10-2018,897,0.073578595
Williamsburg,25-10-2018,870,0.106896552
Williamsburg,26-10-2018,906,0.097130243
Williamsburg,27-10-2018,935,0.089839572
Williamsburg,28-10-2018,898,0.091314031
Williamsburg,29-10-2018,908,0.079295154
Williamsburg,30-10-2018,907,0.091510474
Williamsburg,31-10-2018,917,0.074154853
Williamsburg,01-11-2018,861,0.073170732
Williamsburg,02-11-2018,857,0.085180863
Williamsburg,03-11-2018,903,0.102990033
Williamsburg,04-11-2018,1146,0.057591623
Williamsburg,05-11-2018,904,0.094026549
Williamsburg,06-11-2018,947,0.109820486
Williamsburg,07-11-2018,970,0.071134021
Williamsburg,08-11-2018,915,0.092896175
Williamsburg,09-11-2018,957,0.098223615
Williamsburg,10-11-2018,861,0.104529617
Williamsburg,11-11-2018,933,0.105037513
Williamsburg,12-11-2018,909,0.069306931
Williamsburg,13-11-2018,935,0.087700535
Williamsburg,14-11-2018,947,0.112988384
Williamsburg,15-11-2018,824,0.148058252
Williamsburg,16-11-2018,933,0.071811361
Williamsburg,17-11-2018,910,0.09010989
Williamsburg,18-11-2018,882,0.088435374
Williamsburg,19-11-2018,951,0.092534175
Williamsburg,20-11-2018,966,0.106625259
Williamsburg,21-11-2018,944,0.102754237
Williamsburg,22-11-2018,849,0.137809187
Williamsburg,23-11-2018,897,0.118171683
Williamsburg,24-11-2018,935,0.096256684
Williamsburg,25-11-2018,907,0.078280044
Williamsburg,26-11-2018,952,0.120798319
Williamsburg,27-11-2018,965,0.106735751
Williamsburg,28-11-2018,889,0.112485939
Williamsburg,29-11-2018,902,0.086474501
Williamsburg,30-11-2018,928,0.089439655
Williamsburg,01-12-2018,946,0.090909091
Williamsburg,02-12-2018,990,0.106060606
Williamsburg,03-12-2018,902,0.089800443
Williamsburg,04-12-2018,887,0.107102593
Williamsburg,05-12-2018,907,0.115766262
Williamsburg,06-12-2018,887,0.099210823
Williamsburg,07-12-2018,922,0.137744035
Williamsburg,08-12-2018,892,0.107623318
Williamsburg,09-12-2018,933,0.097534834
Williamsburg,10-12-2018,874,0.11784897
Williamsburg,11-12-2018,895,0.119553073
Williamsburg,12-12-2018,895,0.089385475
Williamsburg,13-12-2018,893,0.118701008
Williamsburg,14-12-2018,891,0.069584736
Williamsburg,15-12-2018,972,0.083333333
Williamsburg,16-12-2018,885,0.128813559
Williamsburg,17-12-2018,950,0.097894737
Williamsburg,18-12-2018,972,0.12345679
Williamsburg,19-12-2018,919,0.117519042
Williamsburg,20-12-2018,912,0.104166667
Williamsburg,21-12-2018,896,0.113839286
Williamsburg,22-12-2018,930,0.094623656
Williamsburg,23-12-2018,974,0.110882957
Williamsburg,24-12-2018,905,0.089502762
Williamsburg,25-12-2018,933,0.0943194
Williamsburg,26-12-2018,942,0.100849257
Williamsburg,27-12-2018,941,0.089266738
Williamsburg,28-12-2018,941,0.127523911
Williamsburg,29-12-2018,942,0.093418259
Williamsburg,30-12-2018,933,0.114683816
Williamsburg,31-12-2018,957,0.114942529
